Semester,Gender,Quiz,Attendance,Presentation,Assignment,Mid,Final,TotalMark,SGPA
2,1,12.0,4.48,5.12,3.2,22.0,17.2,64.0,3.2
10,1,15.0,5.39,6.16,3.85,22.0,24.59999999999999,77.0,3.85
2,1,8.0,4.33,4.94,3.09,16.5,24.94,61.8,3.09
2,1,5.0,4.75,5.42,3.39,12.5,36.73999999999999,67.8,3.39
2,1,13.0,4.33,4.94,3.09,18.5,17.94,61.8,3.09
10,1,7.0,4.69,5.36,3.35,9.5,37.09999999999999,67.0,3.35
4,0,11.0,5.19,5.94,3.71,17.0,31.36,74.2,3.71
11,1,7.0,4.82,5.5,3.44,24.0,24.03999999999999,68.8,3.44
11,1,7.0,3.67,4.19,2.62,6.5,28.42,52.4,2.62
2,1,13.0,5.4,6.18,3.86,22.0,26.76000000000001,77.2,3.86
10,1,7.0,3.53,4.03,2.52,1.0,32.32,50.4,2.52
1,1,12.0,3.3,3.78,2.36,8.0,17.76,47.2,2.36
5,0,10.0,4.33,4.94,3.09,16.0,23.44,61.8,3.09
1,1,1.0,3.51,4.02,2.51,15.0,24.16,50.2,2.51
4,0,4.0,3.7,4.22,2.64,17.5,20.73999999999999,52.8,2.64
4,0,10.0,5.17,5.9,3.69,15.5,33.53999999999999,73.8,3.69
2,1,14.0,4.7,5.38,3.36,19.0,20.76000000000001,67.2,3.36
1,1,9.0,2.87,3.28,2.05,20.0,3.799999999999997,41.0,2.05
12,1,7.0,3.07,3.5,2.19,13.0,15.04,43.8,2.19
5,0,4.0,3.16,3.62,2.26,7.0,25.16,45.2,2.26
11,1,8.0,3.09,3.54,2.21,14.0,13.36,44.2,2.21
6,0,11.0,3.47,3.97,2.48,6.0,22.68,49.6,2.48
2,1,12.0,2.88,3.3,2.06,12.0,8.960000000000008,41.2,2.06
2,1,13.0,4.65,5.31,3.32,22.5,17.62,66.4,3.32
3,0,5.0,3.46,3.95,2.47,4.0,30.52,49.4,2.47
2,0,12.0,4.4,5.02,3.14,10.5,27.73999999999999,62.8,3.14
2,1,12.0,4.58,5.23,3.27,25.0,15.32000000000001,65.4,3.27
12,1,11.0,4.24,4.85,3.03,13.0,24.48,60.6,3.03
12,1,15.0,5.22,5.97,3.73,20.0,24.67999999999999,74.6,3.73
7,1,7.0,3.16,3.62,2.26,9.0,20.16,45.2,2.26
2,1,12.0,4.54,5.18,3.24,14.0,25.84,64.8,3.24
7,1,6.0,4.37,4.99,3.12,8.0,35.92,62.4,3.12
2,1,11.0,3.14,3.58,2.24,19.0,5.839999999999996,44.8,2.24
6,0,13.0,4.59,5.25,3.28,16.0,23.47999999999999,65.6,3.28
2,1,11.0,5.29,6.05,3.78,23.0,26.47999999999999,75.6,3.78
5,0,13.0,5.38,6.14,3.84,24.5,23.94,76.8,3.84
2,1,12.0,4.52,5.17,3.23,22.0,17.67999999999999,64.6,3.23
2,1,2.0,3.51,4.02,2.51,15.0,23.16,50.2,2.51
2,1,7.0,4.37,4.99,3.12,18.0,24.91999999999999,62.4,3.12
12,1,10.0,3.39,3.87,2.42,3.0,25.72,48.4,2.42
7,0,7.0,3.18,3.63,2.27,15.0,14.32,45.4,2.27
7,1,7.0,3.85,4.4,2.75,15.0,22.0,55.0,2.75
2,1,14.0,5.21,5.95,3.72,23.5,22.02000000000001,74.4,3.72
2,1,8.0,1.92,2.19,1.37,6.5,7.419999999999998,27.4,1.37
1,1,11.0,3.3,3.78,2.36,13.0,13.76000000000001,47.2,2.36
12,1,14.0,2.67,3.06,1.91,14.0,2.560000000000002,38.2,1.91
12,1,8.0,4.1,4.69,2.93,18.0,20.88,58.6,2.93
2,1,12.0,3.93,4.5,2.81,7.5,25.46,56.2,2.81
4,0,9.0,3.54,4.05,2.53,12.0,19.48,50.6,2.53
2,1,7.0,4.61,5.26,3.29,15.5,30.14,65.8,3.29
4,0,8.0,3.99,4.56,2.85,8.0,29.6,57.0,2.85
11,1,15.0,4.59,5.25,3.28,20.0,17.47999999999999,65.6,3.28
4,0,10.0,4.91,5.62,3.51,20.0,26.16,70.2,3.51
2,1,12.0,4.37,4.99,3.12,14.0,23.91999999999999,62.4,3.12
11,1,11.0,3.56,4.06,2.54,19.0,10.64,50.8,2.54
3,0,8.0,4.09,4.67,2.92,11.0,27.72,58.4,2.92
2,0,11.0,4.55,5.2,3.25,21.5,19.5,65.0,3.25
7,0,14.0,5.57,6.37,3.98,20.0,29.67999999999999,79.6,3.98
1,1,11.0,4.62,5.28,3.3,21.0,20.8,66.0,3.3
7,1,3.0,4.07,4.66,2.91,7.0,36.56,58.2,2.91
2,1,9.0,4.13,4.72,2.95,9.0,29.2,59.0,2.95
2,1,12.0,4.51,5.15,3.22,21.0,18.52000000000001,64.4,3.22
10,1,7.0,3.47,3.97,2.48,11.0,21.68,49.6,2.48
2,0,9.0,4.02,4.59,2.87,2.0,34.92,57.4,2.87
12,1,6.0,4.41,5.04,3.15,13.0,31.4,63.0,3.15
6,0,11.0,4.31,4.93,3.08,15.0,23.28,61.6,3.08
5,0,12.0,4.91,5.62,3.51,21.5,22.66,70.2,3.51
2,0,11.0,4.19,4.78,2.99,15.5,21.34,59.8,2.99
11,1,15.0,5.42,6.19,3.87,16.5,30.42,77.4,3.87
6,0,9.0,3.63,4.14,2.59,12.5,19.94,51.8,2.59
1,1,13.0,4.91,5.62,3.51,15.0,28.16,70.2,3.51
5,0,7.0,3.67,4.19,2.62,8.0,26.92,52.4,2.62
6,0,11.0,4.98,5.7,3.56,18.0,27.96000000000001,71.2,3.56
1,1,4.0,3.19,3.65,2.28,8.0,24.48,45.6,2.28
5,0,10.0,3.86,4.42,2.76,20.0,14.16,55.2,2.76
10,1,8.0,4.37,4.99,3.12,20.1,21.82,62.4,3.12
7,0,11.0,3.89,4.45,2.78,15.0,18.48,55.6,2.78
11,1,7.0,3.71,4.24,2.65,13.5,21.9,53.0,2.65
1,1,14.0,5.14,5.87,3.67,22.5,22.22000000000001,73.4,3.67
5,0,7.0,4.17,4.77,2.98,11.5,29.18,59.6,2.98
2,1,10.0,3.81,4.35,2.72,15.0,18.52,54.4,2.72
2,1,13.0,4.27,4.88,3.05,17.5,18.3,61.0,3.05
11,1,11.0,4.58,5.23,3.27,14.0,27.32000000000001,65.4,3.27
5,0,11.0,3.33,3.81,2.38,7.0,20.08,47.6,2.38
8,1,14.0,4.41,5.0,4.0,25.59,35.0,88.0,4.0
2,1,13.0,4.8,5.49,3.43,18.5,23.38,68.6,3.43
12,1,10.0,2.94,3.36,2.1,5.0,18.6,42.0,2.1
2,1,13.0,4.14,4.74,2.96,12.0,22.36,59.2,2.96
2,1,13.0,4.13,4.72,2.95,12.0,22.2,59.0,2.95
2,1,9.0,4.89,5.58,3.49,13.5,33.34,69.8,3.49
6,0,11.0,3.67,4.19,2.62,4.0,26.92,52.4,2.62
10,1,9.0,4.48,5.12,3.2,11.5,30.7,64.0,3.2
2,1,11.0,4.34,4.96,3.1,13.5,25.09999999999999,62.0,3.1
2,1,10.0,4.12,4.7,2.94,17.5,19.53999999999999,58.8,2.94
11,1,11.0,3.63,4.14,2.59,6.5,23.94,51.8,2.59
2,1,6.0,3.58,4.1,2.56,12.0,22.96,51.2,2.56
7,1,12.0,4.42,5.06,3.16,11.5,27.06,63.2,3.16
2,1,12.0,4.09,4.67,2.92,15.0,19.72,58.4,2.92
2,1,9.0,4.58,5.23,3.27,18.0,25.32000000000001,65.4,3.27
5,0,4.0,3.05,3.49,2.18,12.0,18.88,43.6,2.18
2,0,12.0,4.12,4.7,2.94,18.0,17.03999999999999,58.8,2.94
1,1,7.0,3.82,4.37,2.73,8.5,28.18,54.6,2.73
5,0,11.0,4.75,5.42,3.39,14.0,29.23999999999999,67.8,3.39
2,0,13.0,4.2,4.8,3.0,14.0,21.0,60.0,3.0
2,1,10.0,5.11,5.84,3.65,22.0,26.40000000000001,73.0,3.65
4,0,12.0,4.38,5.01,3.13,9.5,28.58000000000001,62.6,3.13
5,0,8.0,4.77,5.46,3.41,16.0,30.56,68.2,3.41
6,0,11.0,4.42,5.06,3.16,16.0,23.56,63.2,3.16
2,1,9.0,4.82,5.5,3.44,20.0,26.03999999999999,68.8,3.44
2,1,12.0,4.02,4.59,2.87,12.0,21.91999999999999,57.4,2.87
2,1,10.0,4.97,5.68,3.55,14.0,32.8,71.0,3.55
7,1,13.0,4.56,5.22,3.26,18.0,21.16,65.2,3.26
4,0,10.0,3.96,4.53,2.83,12.0,23.28,56.6,2.83
5,0,10.0,4.66,5.33,3.33,15.0,28.27999999999999,66.6,3.33
5,0,6.0,1.58,1.81,1.13,1.0,11.08,22.6,1.13
2,0,8.0,4.03,4.61,2.88,16.5,21.58000000000001,57.6,2.88
4,0,8.0,4.14,4.74,2.96,20.0,19.36,59.2,2.96
11,1,12.0,2.94,3.36,2.1,11.0,10.6,42.0,2.1
2,1,14.0,4.27,4.88,3.05,17.5,17.3,61.0,3.05
2,1,12.0,5.45,6.22,3.89,23.0,27.23999999999999,77.8,3.89
11,1,1.0,3.65,4.18,2.61,14.0,26.76000000000001,52.2,2.61
2,1,8.0,4.35,4.98,3.11,14.5,27.26000000000001,62.2,3.11
5,0,7.0,3.91,4.46,2.79,11.0,26.64,55.8,2.79
3,0,2.0,3.93,4.5,2.81,9.0,33.96,56.2,2.81
6,0,13.0,4.75,5.42,3.39,13.0,28.23999999999999,67.8,3.39
3,0,15.0,5.53,6.32,3.95,23.0,25.2,79.0,3.95
1,1,10.0,4.59,5.25,3.28,24.0,18.47999999999999,65.6,3.28
2,1,6.0,3.85,4.4,2.75,13.5,24.5,55.0,2.75
7,0,7.0,3.75,4.29,2.68,3.0,32.88,53.6,2.68
2,0,2.0,3.21,3.66,2.29,6.0,28.64,45.8,2.29
12,1,13.0,4.89,5.58,3.49,19.0,23.84,69.8,3.49
12,1,10.0,4.51,5.15,3.22,19.0,22.52000000000001,64.4,3.22
12,1,14.0,5.28,6.03,3.77,22.0,24.32000000000001,75.4,3.77
11,1,8.0,3.44,3.94,2.46,6.5,24.86,49.2,2.46
11,1,7.0,3.65,4.18,2.61,11.5,23.26,52.2,2.61
12,1,11.0,5.25,6.0,3.75,20.0,29.0,75.0,3.75
2,1,8.0,3.68,4.21,2.63,2.0,32.08,52.6,2.63
5,0,9.0,4.03,4.61,2.88,11.5,25.58000000000001,57.6,2.88
2,1,12.0,4.93,5.63,3.52,18.0,26.32000000000001,70.4,3.52
1,1,5.0,2.94,3.36,2.1,7.5,21.1,42.0,2.1
2,1,7.0,4.51,5.15,3.22,10.5,34.02000000000001,64.4,3.22
3,0,9.0,3.91,4.46,2.79,12.0,23.64,55.8,2.79
12,1,10.0,3.98,4.54,2.84,19.0,16.44,56.8,2.84
11,1,2.0,2.03,2.32,1.45,5.0,16.2,29.0,1.45
2,1,11.0,5.54,6.34,3.96,23.5,28.86,79.2,3.96
11,1,13.0,3.57,4.08,2.55,20.0,7.799999999999997,51.0,2.55
5,0,14.0,5.05,5.78,3.61,15.0,28.76000000000001,72.2,3.61
6,0,8.0,4.23,4.83,3.02,7.5,32.81999999999999,60.4,3.02
12,1,11.0,4.27,4.88,3.05,10.0,27.8,61.0,3.05
2,1,12.0,4.28,4.9,3.06,17.5,19.46000000000001,61.2,3.06
4,0,10.0,4.24,4.85,3.03,12.0,26.48,60.6,3.03
12,1,11.0,4.77,5.46,3.41,18.5,25.06,68.2,3.41
7,1,11.0,5.08,5.81,3.63,20.0,27.08,72.6,3.63
6,0,5.0,3.71,4.24,2.65,6.0,31.4,53.0,2.65
12,1,2.0,4.16,4.75,2.97,19.0,26.52,59.4,2.97
2,1,12.0,5.43,6.21,3.88,24.5,25.58,77.6,3.88
11,1,12.0,4.83,5.52,3.45,15.0,28.2,69.0,3.45
2,1,5.0,3.61,4.13,2.58,12.5,23.78,51.6,2.58
7,1,10.0,4.76,5.44,3.4,8.0,36.40000000000001,68.0,3.4
7,1,13.0,4.73,5.41,3.38,11.5,29.58,67.6,3.38
6,0,10.0,4.52,5.17,3.23,13.0,28.67999999999999,64.6,3.23
5,0,4.0,3.33,3.81,2.38,10.0,24.08,47.6,2.38
1,1,6.0,4.37,4.99,3.12,13.0,30.92,62.4,3.12
8,1,13.0,5.14,5.87,3.67,19.25,26.47000000000001,73.4,3.67
2,1,10.0,4.89,5.58,3.49,15.0,30.84,69.8,3.49
7,1,9.0,4.56,5.22,3.26,15.0,28.16,65.2,3.26
4,0,12.0,4.44,5.07,3.17,16.5,22.22,63.4,3.17
5,0,9.0,3.56,4.06,2.54,13.5,18.14,50.8,2.54
2,1,13.0,4.76,5.44,3.4,21.5,19.90000000000001,68.0,3.4
2,1,9.0,2.77,3.17,1.98,14.5,8.180000000000003,39.6,1.98
2,1,12.0,4.76,5.44,3.4,23.0,19.40000000000001,68.0,3.4
3,0,8.0,2.84,3.25,2.03,4.0,20.48,40.6,2.03
7,1,11.0,3.09,3.54,2.21,15.0,9.36,44.2,2.21
7,1,9.0,5.38,6.14,3.84,17.0,35.44,76.8,3.84
4,0,7.0,4.06,4.64,2.9,17.0,22.40000000000001,58.0,2.9
3,0,9.0,4.13,4.72,2.95,10.5,27.7,59.0,2.95
12,1,12.0,3.72,4.26,2.66,23.5,7.060000000000002,53.2,2.66
2,1,14.0,4.1,4.69,2.93,20.5,12.38,58.6,2.93
5,0,7.0,4.0,4.58,2.86,8.5,30.26,57.2,2.86
4,0,12.0,4.51,5.15,3.22,12.0,27.52000000000001,64.4,3.22
12,1,9.0,3.56,4.06,2.54,18.0,13.64,50.8,2.54
5,0,10.0,4.13,4.72,2.95,11.5,25.7,59.0,2.95
6,0,15.0,5.12,5.86,3.66,19.0,24.56,73.2,3.66
8,1,8.0,4.2,4.8,3.0,14.0,26.0,60.0,3.0
1,1,12.0,3.63,4.14,2.59,22.0,7.439999999999998,51.8,2.59
4,0,13.0,4.41,5.04,3.15,15.0,22.40000000000001,63.0,3.15
12,1,9.0,4.77,5.46,3.41,20.5,25.06,68.2,3.41
7,0,10.0,3.44,3.94,2.46,9.0,20.36,49.2,2.46
5,0,12.0,5.57,6.37,3.98,23.5,28.17999999999999,79.6,3.98
5,0,7.0,4.26,4.86,3.04,17.0,24.64,60.8,3.04
8,1,14.0,5.17,5.9,3.69,17.5,27.53999999999999,73.8,3.69
2,1,12.0,3.49,3.98,2.49,16.0,11.84,49.8,2.49
2,1,8.0,4.56,5.22,3.26,22.0,22.16,65.2,3.26
7,0,9.0,4.12,4.7,2.94,7.0,31.04,58.8,2.94
2,0,7.0,3.89,4.45,2.78,14.5,22.98,55.6,2.78
12,1,8.0,4.05,4.62,2.89,10.0,28.23999999999999,57.8,2.89
6,0,9.0,3.0,3.42,2.14,9.0,16.24,42.8,2.14
2,0,8.0,4.14,4.74,2.96,21.5,17.86,59.2,2.96
12,1,12.0,4.91,5.62,3.51,23.0,21.16,70.2,3.51
4,0,15.0,4.37,4.99,3.12,11.0,23.91999999999999,62.4,3.12
3,0,9.0,3.86,4.42,2.76,13.0,22.16,55.2,2.76
4,0,6.0,3.57,4.08,2.55,5.0,29.8,51.0,2.55
11,1,13.0,4.41,5.04,3.15,18.0,19.40000000000001,63.0,3.15
5,0,4.0,4.19,4.78,2.99,9.0,34.84,59.8,2.99
2,1,12.0,4.84,5.54,3.46,19.0,24.36,69.2,3.46
7,1,10.0,3.16,3.62,2.26,9.5,16.66,45.2,2.26
1,1,10.0,4.91,5.62,3.51,11.0,35.16,70.2,3.51
2,1,8.0,4.48,5.12,3.2,13.0,30.2,64.0,3.2
2,1,13.0,3.37,3.86,2.41,19.0,6.560000000000002,48.2,2.41
7,1,5.0,3.4,3.89,2.43,11.0,22.88,48.6,2.43
4,0,7.0,4.59,5.25,3.28,12.0,33.47999999999999,65.6,3.28
6,0,4.0,2.74,3.14,1.96,5.0,22.36,39.2,1.96
8,1,11.0,5.08,5.81,3.63,19.0,28.08,72.6,3.63
3,0,13.0,4.87,5.57,3.48,24.0,18.67999999999999,69.6,3.48
8,1,6.0,2.18,2.5,1.56,9.5,9.459999999999997,31.2,1.56
6,0,8.0,4.91,5.62,3.51,21.0,27.16,70.2,3.51
4,0,8.0,4.56,5.22,3.26,14.5,29.66,65.2,3.26
2,1,12.0,4.93,5.63,3.52,13.0,31.32000000000001,70.4,3.52
2,1,12.0,4.48,5.12,3.2,19.0,20.2,64.0,3.2
2,1,11.0,4.59,5.25,3.28,20.0,21.47999999999999,65.6,3.28
2,0,12.0,5.08,5.81,3.63,20.0,26.08,72.6,3.63
8,1,5.0,3.77,4.3,2.69,6.5,31.54,53.8,2.69
9,1,9.67,3.82,5.0,4.5,13.0,35.0,71.0,3.5
1,1,9.0,4.61,5.26,3.29,14.0,29.64,65.8,3.29
2,0,13.0,4.72,5.39,3.37,20.0,20.92,67.4,3.37
2,0,9.0,4.31,4.93,3.08,17.5,22.78,61.6,3.08
7,0,9.0,4.12,4.7,2.94,3.0,35.03999999999999,58.8,2.94
6,0,11.0,4.37,4.99,3.12,14.5,24.41999999999999,62.4,3.12
3,0,9.0,4.24,4.85,3.03,17.0,22.48,60.6,3.03
4,0,6.0,4.49,5.14,3.21,11.5,33.86,64.2,3.21
5,0,11.0,4.68,5.34,3.34,16.0,26.44,66.8,3.34
2,1,8.0,5.24,5.98,3.74,22.0,29.84,74.8,3.74
2,1,3.0,4.37,4.99,3.12,16.0,30.92,62.4,3.12
2,1,7.0,4.55,5.2,3.25,17.25,27.75,65.0,3.25
4,0,10.0,5.22,5.97,3.73,23.0,26.67999999999999,74.6,3.73
1,1,9.0,3.86,4.42,2.76,5.0,30.16,55.2,2.76
12,1,12.0,4.65,5.31,3.32,15.0,26.12,66.4,3.32
6,0,10.0,4.47,5.1,3.19,20.5,20.53999999999999,63.8,3.19
5,0,12.0,5.05,5.78,3.61,17.0,28.76000000000001,72.2,3.61
8,1,6.0,4.77,5.46,3.41,14.0,34.56,68.2,3.41
2,0,9.0,3.56,4.06,2.54,10.0,21.64,50.8,2.54
2,1,11.0,4.59,5.25,3.28,18.0,23.47999999999999,65.6,3.28
11,1,10.0,5.03,5.74,3.59,17.0,30.44,71.8,3.59
1,1,11.0,4.76,5.44,3.4,5.0,38.40000000000001,68.0,3.4
2,1,12.0,3.86,4.42,2.76,14.5,17.66,55.2,2.76
11,1,13.0,5.08,5.81,3.63,21.5,23.58,72.6,3.63
12,1,10.0,4.66,5.33,3.33,16.0,27.27999999999999,66.6,3.33
2,1,1.0,3.86,4.42,2.76,14.0,29.16,55.2,2.76
3,0,6.0,3.36,3.84,2.4,6.5,25.9,48.0,2.4
2,1,11.0,4.75,5.42,3.39,17.5,25.73999999999999,67.8,3.39
12,1,8.0,3.74,4.27,2.67,10.0,24.72,53.4,2.67
7,1,9.0,3.64,4.16,2.6,12.25,20.35,52.0,2.6
12,1,12.0,4.69,5.36,3.35,12.5,29.09999999999999,67.0,3.35
11,1,9.0,2.91,3.33,2.08,7.5,16.78,41.6,2.08
11,1,6.0,4.1,4.69,2.93,17.0,23.88,58.6,2.93
5,0,13.0,5.59,6.38,3.99,16.5,34.34,79.8,3.99
2,1,11.0,4.7,5.38,3.36,12.5,30.26000000000001,67.2,3.36
2,1,12.0,4.03,4.61,2.88,14.0,20.08000000000001,57.6,2.88
2,1,11.0,3.18,3.63,2.27,14.5,10.82,45.4,2.27
4,0,10.0,4.83,5.52,3.45,12.5,32.7,69.0,3.45
7,0,9.0,4.34,4.96,3.1,12.0,28.59999999999999,62.0,3.1
2,1,8.0,3.68,4.21,2.63,7.5,26.58,52.6,2.63
4,0,11.0,4.41,5.04,3.15,22.0,17.40000000000001,63.0,3.15
7,1,6.0,3.7,4.22,2.64,18.0,18.23999999999999,52.8,2.64
6,0,11.0,4.55,5.2,3.25,7.5,33.5,65.0,3.25
3,0,10.0,4.48,5.12,3.2,14.0,27.2,64.0,3.2
5,0,10.0,4.06,4.64,2.9,8.0,28.4,58.0,2.9
6,0,9.0,4.77,5.46,3.41,15.0,30.56,68.2,3.41
2,1,3.0,4.4,5.02,3.14,11.0,36.23999999999999,62.8,3.14
5,0,14.0,4.94,5.65,3.53,13.0,29.47999999999999,70.6,3.53
7,0,14.0,3.63,4.14,2.59,4.0,23.44,51.8,2.59
2,1,8.0,4.94,5.65,3.53,17.0,31.47999999999999,70.6,3.53
5,0,4.0,2.65,3.02,1.89,2.5,23.73999999999999,37.8,1.89
4,0,12.0,3.96,4.53,2.83,9.5,23.78,56.6,2.83
5,0,10.0,3.43,3.92,2.45,5.5,23.7,49.0,2.45
11,1,5.0,3.75,4.29,2.68,16.0,21.88,53.6,2.68
4,0,8.0,4.27,4.88,3.05,9.0,31.8,61.0,3.05
4,0,12.0,5.38,6.14,3.84,20.5,28.94,76.8,3.84
2,1,12.0,4.14,4.74,2.96,11.5,23.86,59.2,2.96
4,0,12.0,4.76,5.44,3.4,19.5,22.90000000000001,68.0,3.4
2,0,9.0,4.94,5.65,3.53,15.0,32.47999999999999,70.6,3.53
12,1,9.0,4.17,4.77,2.98,13.5,25.18,59.6,2.98
8,1,8.0,2.37,2.7,1.69,14.5,4.539999999999999,33.8,1.69
10,1,7.0,2.13,2.43,1.52,3.0,14.32,30.4,1.52
2,1,15.0,5.11,5.84,3.65,19.5,23.90000000000001,73.0,3.65
7,1,13.0,5.19,5.94,3.71,20.0,26.36,74.2,3.71
5,0,4.0,3.68,4.21,2.63,14.5,23.58,52.6,2.63
3,0,13.0,4.24,4.85,3.03,14.5,20.98,60.6,3.03
2,1,5.0,3.75,4.29,2.68,7.5,30.38,53.6,2.68
2,1,5.0,4.72,5.39,3.37,14.0,34.92,67.4,3.37
2,1,13.0,5.15,5.89,3.68,21.5,24.38,73.6,3.68
2,1,7.0,4.07,4.66,2.91,9.0,30.56,58.2,2.91
2,0,13.0,5.47,6.26,3.91,22.5,27.06,78.2,3.91
5,0,9.0,4.79,5.47,3.42,17.0,28.72000000000001,68.4,3.42
7,1,11.0,5.29,6.05,3.78,17.5,31.97999999999999,75.6,3.78
6,0,10.0,3.72,4.26,2.66,10.0,22.56,53.2,2.66
8,1,9.0,4.98,5.7,3.56,19.0,28.96000000000001,71.2,3.56
12,1,12.0,5.56,6.35,3.97,21.5,30.02000000000001,79.4,3.97
6,0,11.0,4.23,4.83,3.02,7.0,30.32,60.4,3.02
6,0,11.0,4.68,5.34,3.34,14.5,27.94,66.8,3.34
5,0,4.0,3.25,3.71,2.32,5.0,28.12,46.4,2.32
3,0,15.0,4.48,5.12,3.2,20.5,15.7,64.0,3.2
4,0,11.0,3.5,4.0,2.5,6.0,23.0,50.0,2.5
2,1,9.0,3.21,3.66,2.29,13.5,14.14,45.8,2.29
10,1,11.0,4.37,4.99,3.12,13.0,25.91999999999999,62.4,3.12
12,1,10.0,4.07,4.66,2.91,20.0,16.56,58.2,2.91
2,1,12.0,4.05,4.62,2.89,5.0,29.23999999999999,57.8,2.89
5,0,8.0,4.79,5.47,3.42,16.0,30.72000000000001,68.4,3.42
11,1,14.0,4.73,5.41,3.38,21.0,19.08,67.6,3.38
12,1,7.0,3.49,3.98,2.49,10.0,22.84,49.8,2.49
2,1,14.0,4.66,5.33,3.33,17.0,22.27999999999999,66.6,3.33
2,1,13.0,4.17,4.77,2.98,15.5,19.18,59.6,2.98
4,0,3.0,3.68,4.21,2.63,19.0,20.08000000000001,52.6,2.63
2,1,6.0,4.3,4.91,3.07,19.0,24.12,61.4,3.07
3,0,14.0,5.56,6.35,3.97,20.5,29.02000000000001,79.4,3.97
3,0,13.0,4.12,4.7,2.94,19.0,15.03999999999999,58.8,2.94
2,1,8.0,3.77,4.3,2.69,6.0,29.04,53.8,2.69
12,1,10.0,3.53,4.03,2.52,13.0,17.32,50.4,2.52
2,1,11.0,4.72,5.39,3.37,22.5,20.42,67.4,3.37
2,1,13.0,4.47,5.1,3.19,12.5,25.53999999999999,63.8,3.19
7,1,6.0,4.41,5.04,3.15,15.0,29.40000000000001,63.0,3.15
5,0,10.0,4.73,5.41,3.38,22.0,22.08,67.6,3.38
11,1,10.0,2.94,3.36,2.1,12.0,11.6,42.0,2.1
2,0,6.0,3.77,4.3,2.69,14.0,23.04,53.8,2.69
5,0,6.0,4.9,5.6,3.5,9.25,40.75,70.0,3.5
2,1,5.0,4.07,4.66,2.91,9.0,32.56,58.2,2.91
1,1,13.0,4.75,5.42,3.39,17.0,24.23999999999999,67.8,3.39
2,1,12.0,4.34,4.96,3.1,11.0,26.59999999999999,62.0,3.1
11,1,11.0,4.37,4.99,3.12,12.0,26.91999999999999,62.4,3.12
6,0,9.0,3.42,3.9,2.44,6.0,24.04,48.8,2.44
7,1,6.0,4.79,5.47,3.42,5.0,43.72000000000001,68.4,3.42
6,0,8.0,4.31,4.93,3.08,16.0,25.28,61.6,3.08
2,1,13.0,5.14,5.87,3.67,18.5,27.22000000000001,73.4,3.67
5,0,15.0,5.03,5.74,3.59,23.0,19.44,71.8,3.59
3,0,11.0,4.1,4.69,2.93,8.0,27.88,58.6,2.93
2,1,6.0,4.82,5.5,3.44,14.0,35.03999999999999,68.8,3.44
2,1,12.0,3.67,4.19,2.62,10.0,19.91999999999999,52.4,2.62
9,1,10.0,7.0,5.0,5.0,10.0,23.0,60.0,3.0
7,0,15.0,5.11,5.84,3.65,17.5,25.90000000000001,73.0,3.65
1,1,11.0,4.62,5.28,3.3,17.0,24.8,66.0,3.3
6,0,15.0,4.84,5.54,3.46,21.5,18.86,69.2,3.46
4,0,11.0,3.81,4.35,2.72,12.0,20.52,54.4,2.72
5,0,11.0,5.12,5.86,3.66,9.5,38.06,73.2,3.66
7,0,14.0,5.26,6.02,3.76,15.0,31.16,75.2,3.76
12,1,9.0,5.25,6.0,3.75,16.0,35.0,75.0,3.75
2,1,10.0,4.03,4.61,2.88,15.0,21.08000000000001,57.6,2.88
2,1,9.0,3.6,4.11,2.57,12.5,19.62,51.4,2.57
11,1,11.0,4.93,5.63,3.52,12.0,33.32000000000001,70.4,3.52
2,1,11.0,5.1,5.82,3.64,20.5,26.73999999999999,72.8,3.64
2,1,12.0,4.65,5.31,3.32,9.5,31.62,66.4,3.32
1,1,6.0,4.13,4.72,2.95,17.0,24.2,59.0,2.95
7,1,9.0,3.58,4.1,2.56,13.0,18.96000000000001,51.2,2.56
2,1,10.0,4.3,4.91,3.07,13.25,25.87,61.4,3.07
7,1,7.0,4.35,4.98,3.11,8.5,34.26000000000001,62.2,3.11
2,1,6.0,5.18,5.92,3.7,13.5,39.7,74.0,3.7
3,0,12.0,3.63,4.14,2.59,11.5,17.94,51.8,2.59
11,1,8.0,4.24,4.85,3.03,17.0,23.48,60.6,3.03
5,0,9.0,2.93,3.34,2.09,10.0,14.44,41.8,2.09
10,1,14.0,3.95,4.51,2.82,15.0,16.12,56.4,2.82
8,1,12.0,4.9,5.6,3.5,22.5,21.5,70.0,3.5
11,1,8.0,3.47,3.97,2.48,16.0,15.68,49.6,2.48
7,1,9.0,4.35,4.98,3.11,11.0,29.76000000000001,62.2,3.11
2,1,7.0,4.59,5.25,3.28,10.0,35.47999999999999,65.6,3.28
7,1,11.0,4.9,5.6,3.5,20.0,25.0,70.0,3.5
3,0,12.0,5.49,6.27,3.92,20.0,30.72000000000001,78.4,3.92
2,1,10.0,4.93,5.63,3.52,9.5,36.82000000000001,70.4,3.52
2,1,3.0,2.2,2.51,1.57,6.0,16.12,31.4,1.57
6,0,10.0,4.51,5.15,3.22,14.5,27.02000000000001,64.4,3.22
5,0,14.0,5.39,6.16,3.85,16.0,31.59999999999999,77.0,3.85
2,1,7.0,3.18,3.63,2.27,16.2,13.12,45.4,2.27
7,1,13.0,5.21,5.95,3.72,17.0,29.52000000000001,74.4,3.72
12,1,15.0,5.04,5.76,3.6,15.77,26.83,72.0,3.6
